price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
855 000 zł do negocjacji;Cena za m²: 15267.86 zł/m²;56;3;9;Wtórny;Tak;Blok;"OPIS
Sprzedam mieszkanie 3 pokojowe o powierzchni 56m2, przy ulicy Kondratowicza na Bródnie przy stacji metra KONDRATOWICZA.
Blok wybudowany w 1975 roku.

Mieszkanie usytuowane jest na 8 piętrze 10-cio piętrowego bloku z nową windą.

Mieszkanie posiada bardzo dobry układ pomieszczeń. Składa się z widnej kuchni połączonej z salonem,do którego przylega duży balkon, dwóch sypialni, łazienki z wanną I przedpokoju.

W mieszkaniu została zainstalowana nowa klimatyzacja.

Mieszkanie jest świeżo po generalnym remoncie. Wymieniona cała instalacja elektryczna, hydrauliczna i gazowa.
Mieszkanie gotowe do zamieszkania.

Mieszkanie znajduje się w bardzo dobrej lokalizacji - przy wejściu do stacji metra,w pobliżu liczne przystanki autobusowe,dzięki czemu można w szybki sposób dostać się do Śródmieścia oraz innych części Warszawy.
W pobliżu budynku znajdują się liczne apteki, sklepy, szkoły i przedszkola, a po drugiej stronie ulicy jest szpital Bródnowski.

Sten prawny lokalu to pełna własność z KW i uregulowanymi gruntami ( przy zakupie można się posiłkować kredytem ).Mieszkanie posiada piwnicę oraz miejsce parkingowe przy bloku na parkingu społecznym strzeżonym przez 24h.

Czynsz do spółdzielni mieszkaniowej ok. 700zł za 2 osoby.

Więcej szczegółów dotyczących mieszkania pod numerem telefonu 51********28
Zapraszam do kontaktu i obejrzenia na żywo.";Targówek;2025-03-13;https://www.olx.pl/oferta/sprzedam-mieszkanie-56m2-przy-metrze-kondratowicza-CID3-ID14TWDS.html
759 500 zł do negocjacji;Cena za m²: 15500 zł/m²;49;3;3;Wtórny;Tak;Blok;"OPIS
Przyszedł czas sprzedać nasze mieszkanko, gdyż zamarzył nam się dom pod Warszawą.
W związku z tym szukamy zainteresowanych zamieszkaniem w klimatycznym mieszkaniu, fajnymi sąsiadami i super lokalizacji :)

Mieszkanie zlokalizowane jest przy i składa się z trzech niezależnych pokoi, osobnej kuchni z oknem i łazienki.
Mieszkanie zlokalizowane jest na 3 piętrze z 6, rozkład pokoi na obie strony.
Blok wybudowany w 1962 r., pełna własność nieruchomości. Mieszkanie posiada księgę wieczystą, możliwość kredytowania.
Windy i klatki schodowe zostały odnowione w zeszłym roku.
Do mieszkania przynależy piwnica.
Na parterze w bloku znajdują się lokale usługowe oraz sklepy.
Mieszkańcy parkują pod blokiem z kartą mieszkańca.

Mieszkanie znajduje się w świetnej lokalizacji przy ul Wolskiej 111, tuż przy Parku Szymańskiego, a w bliskiej okolicy znajdują się jeszcze inne, piękne parki (Moczydło, Powstańców Warszawy, Sowińskiego). Przy osiedlu jest wiele dostępnych połączeń komunikacyjnych (PKP, autobusy, tramwaje, metro) przystanek PKP Wola Wolska. Do metro Płocka są 2 przystanki lub spacerkiem w 5 minut.

Cena 759 500,00 PLN
Zapraszamy do kontaktu!
Agencjom dziękujemy!";Wola;2025-03-29;https://www.olx.pl/oferta/sprzedam-dwustronne-mieszkanie-3-pokojowe-oddzielna-kuchnia-CID3-ID1530qC.html
579 000 zł;Cena za m²: 12866.67 zł/m²;45;2;2;Wtórny;Tak;Blok;"OPIS
Sprzedaję bezpośrednio miłe mieszkanie na ""Zielonej"" Białołęce, przy ulicy Płochocińskiej.
Jest tu bardzo jasno i słonecznie, a mieszkanie jest ciche i ciepłe.

Można wprowadzić się od razu.

Jest w bardzo ładnym stanie, czyste i zadbane.

Mamy tu założoną Księgę Wieczystą.

Powierznia mieszkania, to
salon z kuchnią 25,67m2
Drugi pokój 9,73m2
Łazienka 4,48m2
Przedpokoj 5,31m2
Logiia 5,53m2

Blok znajduje się na osiedlu Margerytka.

Jest z 2019r. Są tu trzy piętra i oczywiście winda.

W mieszkaniu są panoramiczne okna od strony południowo- zachodniej, z widokiem na tereny zielone.

Mamy tu podłogę wykonaną z deski Barlinka dąb.
Zamontowane zostały rolety zewnętrzne oraz moskitiery.

Sprzęt AGD, kuchnia elektryczna, lodówka Bosch pralko-suszarka (idealna na jesienno-zimowe pranie).

Całe osiedle posiada monitoring.
Opłaty do wspólnoty to obecnie ok. 500 zł.

Do Naszego mieszkania przynależy doskonale położone miejsce parkingowe, bezpośrednio przy wejściu do budynku, w cenie 26tys zł

Nieopodal Naszego osiedla są markety Carrefour, Rossmann, Biedronka i Lidl, oraz Żabka i Lewiatan.

Niedaleko też jest salon firmowy piekarni Lubaszka. Doskonałe pieczywo, ciastka,a także świetne i przestronne miejsce na śniadanie, lunch, czy spotkanie ze znajomymi.

Mamy pięć minut pieszo do przystanku autobusowego,
z którego odjeżdżają 4 linie autobusowe (do metra).
Jest też linia nocna.

Wszystkich zainteresowanych
zapraszam do kontaktu";Białołęka;2025-03-22;https://www.olx.pl/oferta/piekne-mieszkanko-bez-prowizji-CID3-ID152TWY.html
803 400 zł do negocjacji;Cena za m²: 15991.24 zł/m²;50,24;2;5;Wtórny;Nie;Kamienica;"OPIS
Mieszkanie dwupokojowe w kamienicy na Starej Ochocie przy ul. Radomskiej 8, w niedalekim sąsiedztwie ulicy Grójeckiej. Okolica cicha i zielona. Bardzo dobra komunikacja z Centrum i z lotniskiem.
Mieszkanie ciche i słoneczne, usytuowane na 4 piętrze pięciopiętrowego budynku. Wszystkie okna w mieszkaniu usytuowane są od strony ulicy Radomskiej.
Powierzchnia mieszkania to 50,24 m2, w tym dwa pokoje o powierzchni odpowiednio 15 m2 i 14 m2. Kuchnia oddzielna o powierzchni ok 11 m2. Wysokość mieszkania to ok 3,1 m.
Stan techniczny mieszkania – do remontu.
W załączaniu rzut mieszkania oraz przykładowa koncepcja układu funkcjonalnego mieszkania i przykładowe wizualizacje stanu docelowego po remoncie.
W części wspólnej budynku wymienione zostały wszystkie instalacje. W 2023 roku została również wymieniona winda. Wspólnota Mieszkaniowa zebrała już pieniądze i bieżącym roku zostanie wykonany remont klatki schodowej.";Ochota;;https://www.olx.pl/oferta/mieszkanie-2-pokoje-50-24-m2-stara-ochota-do-remontu-CID3-ID14IYw4.html
1 550 000 zł do negocjacji;Cena za m²: 25409.84 zł/m²;61;3;5;Wtórny;Tak;Apartamentowiec;"OPIS
Luksusowe narożne mieszkanie na Osiedlu Saska – najwyższe piętro, dwa balkony, unikatowy układ

Na sprzedaż przestronne, wyjątkowo doświetlone mieszkanie o powierzchni 61 m², usytuowane na najwyższym 5 piętrze budynku prestiżowego Osiedla Saska, etap 3, przy ul. Jana Nowaka Jeziorańskiego w Warszawie. Mieszkanie wyróżnia się doskonałym układem, unikatową ekspozycją i prywatnością – sąsiedzi graniczą jedynie jedną ścianą (łazienka), co zapewnia ciszę i komfort. Osiedle ogrodzone oraz monitorowane.

Najważniejsze atuty mieszkania:

-Dwa przestronne balkony-loggie (2x8m2) – jeden z widokiem na zieleń, drugi na osiedle, co pozwala cieszyć się zarówno spokojem, jak i życiem miejskim.
-Przynależne do lokalu podwójne miejsce parkingowe (rodzinne),
największa dostępna komórka lokatorska, usytuowane w hali garażowej podziemnej.
-Doskonałe doświetlenie i ekspozycja – salon z balkonem płn-zach, sypialnia płd-wsch, co gwarantuje światło przez cały dzień.
-Doskonała lokalizacja i potencjał inwestycyjny -planowana budowa stacji metra.

-Bliskie sąsiedztwo Jeziorka Gocławskiego i trasa spacerowa do Wisły.
-Bliskość infrastruktury miejskiej – sklepy, restauracje, kawiarnie, szkoły i przedszkola w zasięgu kilku minut spacerem.

Doskonała komunikacja – szybki dojazd do centrum Warszawy (tramwaj, autobusy), w przyszłości planowana II linia metra, co podniesie wartość inwestycyjną nieruchomości.

Idealne dla:
- Rodziny – spokojne osiedle, bliskość szkół i terenów zielonych.
- Inwestora – prestiżowa lokalizacja, rosnące ceny nieruchomości, potencjał wynajmu długoterminowego lub sprzedaży z zyskiem w przyszłości.

Cena: 1 650 000 PLN (Pakiet mieszkanie + 2 miejsca parkingowe + komórka lokatorska (do negocjacji))";Praga-Południe;2025-03-09;https://www.olx.pl/oferta/osiedle-saska-apartament-61m-2-m-garazowe-komorka-narozne-CID3-ID14OZCt.html
;;;;;;;;;;;https://www.olx.pl/oferta/nowoczesne-mieszkanie-48-m-z-ogrodkiem-i-duzym-balkonem-CID3-ID13Ttc3.html
1 098 000 zł do negocjacji;Cena za m²: 15464.79 zł/m²;71;3;8;Wtórny;Nie;Blok;"OPIS
* Przestronne i słoneczne mieszkanie z widokiem na panoramę Bielan *
Chcesz mieszkać z pięknym widokiem z okna? Świetnie położonym i skomunikowanym?
To mieszkanie Cię zachwyci!

• Przestronne trzy pokoje z dużymi oknami
• Mieszkanie pięknie doświetlone (ekspozycja płd. I płd.-zach)
• Świetnia komunikacja - w centrum jesteś w 15 minut
• Stacja Metra 5 min spacerkiem
• Piękny widok na panoramę Bielan i Warszawy
• Cicha i spokojna okolica - idealna do relaksu
• Żłobek, przedszkole, szkoła podstawowa, liceum - wszystko jest na miejscu
• Wszystko czego potrzebujesz jest na miejscu, ale jeśli chcesz to w centrum jesteś w 15 minut
• Obok park, ładny staw, siłownia pod chmurką i tereny zielone - idealne dla osób aktywnych i ceniących przyrodę
• Mieszkanie, które spełni Twoje marzenia o idealnym domu

• Możesz OSZCZĘDZIĆ od 34'500 zł do 57'000 zł* na prowizji pośrednika bo sprzedaję bezpośrednio!

Przestronne, ustawne i słoneczne mieszkanie w warszawskiej dzielnicy Bielany przy ul. Dantego.

Komfortowe mieszkanie o powierzchni 70.90 m² o południowo-zachodniej ekspozycji, składające się z 3 pokoi, w tym pokoju dziennego 23.80 m², dwóch pokoi po 11.10 m², oddzielnej kuchni 6.60 m², łazienki (2.60 m²), WC (1.50 m²) i przedpokoju o powierzchni 10,80 m² i oddzielna garderoba 3,9 m².

Pokój dzienny z dużym balkonem o południowej ekspozycji z szerokim widokiem na panoramę Bielan świetnie nadaje się na chwilę odpoczynku przy popołudniowej kawie
Dodatkowo komórka lokatorska o powierzchni 2.03 m².

Osoby ceniące komfort i przestrzeń świetnie się tu odnajdą: duże (ale nie ogromne) pokoje, funkcjonalny układ i dodatkowe pomieszczenia, takie jak garderoba (czy spiżarnia), zapewniają wygodę.

Mieszkanie położone w świetnej lokalizacji:
- stacja Metra (420 metrów)
- liczne połączenia autobusowe (400 m)
- bazarek Wolumen ze dostawami świeżych warzyw, owoców od lokalnych dostawców (400 m)
- liczne sklepy w okolicy: Biedronka (140 m), Lidl (750m), Carrefour (900 m)
- apteka (140 m)
- kompleks sportowy, w tym basen, CSR Bielany (700 m)
- szkoła podstawowa (300 m),
- przedszkole (300 m)
- liceum ogólnokształcące (500 m)
- bliskość Parku Bielańskiego (900 m)
- Akademia Wychowania Fizycznego (2 km)
- Szpital Bielański (1,4 km)
- przychodnie zdrowia państwowe i prywatne
- Galeria Handlowa Północna

Świetna komunikacja i pełna infrastruktura w okolicy. Idealne dla rodziny z dziećmi, dzięki bliskości przedszkoli, szkół i placów zabaw.

Mieszkanie jest słoneczne i przytulne, z pięknym widokiem z 8. piętra, stwarzając idealne warunki do życia.

Zapewnij sobie bezpieczeństwo i komfort na miejscu i świetną komunikację z Centrum miasta.

Oferta mieszkania jest dostępna na wielu portalach bez pośredników i ekstra prowizji.

* Sprzedaż bez pośrednika. Możesz oszczędzić od ok. 34'000 zł do 57'400 zł - tyle wynosi wartość typowej prowizji 3-5%, którą zapłacisz pośrednikowi dla nieruchomości o tej wartości. Czy warto? No raczej warto!

Nie zwlekaj, to okazja, której nie możesz przegapić!
Zadzwoń już teraz i umów się na obejrzenie! :)";Bielany;;https://www.olx.pl/oferta/sloneczne-mieszkanie-m3-z-widokiem-kolo-metra-warszawa-bielany-CID3-ID14AhkW.html
2 200 000 zł;Cena za m²: 23913.04 zł/m²;92;3;3;Wtórny;Tak;Apartamentowiec;"OPIS
Na sprzedaż bardzo funkcjonalne mieszkanie, w pełni wyposażone, 92m2, 3 pokoje (salon z aneksem kuchennym + 2 sypialnie), dwie łazienki, dwa balkony. Doskonała lokalizacja, ul. Gagarina 26, odległość do Łazienek Królewskich 7 min. spacerkiem, świetnie skomunikowane z pozostałymi dzielnicami. Mieszkanie znajduje się na 3 piętrze, w budynku apartamentowym z wewnętrznym patio wyłącznie na potrzeby mieszkańców. Na parterze punkty gastronomiczne oraz sklep ""Żabka"". Budynek strzeżony, ochrona 24h/dobę. W cenie miejsce garażowe, w garażu naziemnym. Mieszkanie jest idealną propozycją dla osób poszukujących komfortu, zieleni lub w celach inwestycyjnych (obecnie mieszkanie jest wynajęte, umowa najmu do 08.2025r.).";Mokotów;2025-03-27;https://www.olx.pl/oferta/gagarina-26-mokotow-mieszkanie-na-sprzedaz-CID3-ID11vhgI.html
;;;;;;;;;;;https://www.olx.pl/oferta/bezposrednio-mieszkanie-na-mariensztacie-CID3-ID14Jgnw.html
875 000 zł;Cena za m²: 14583.33 zł/m²;60;3;6;Wtórny;Nie;Blok;"OPIS
Sprzedam bezpośrednio mieszkanie zlokalizowane na Warszawskiej Starej Ochocie, położone przy ul. Szczęśliwickiej 7/9. Mieszkanie ma 60m2 i obecnie jest 3 pokojowe, ma ciekawy rozkład, po odświeżeniu nadaje się do bezpośredniego zamieszkania, jak również jest możliwość własnej aranżacji (wszystkie ściany w lokalu można wyburzyć i zaaranżować przestrzeń według własnych potrzeb). Mieszkanie bardzo jasne- okna wychodzą na 3 strony. Poglądowo- aktualny rozkład na ostatnim zdjęciu.
W skład mieszkania wchodzą: przestronny salon, 2 pokoje, kuchnia, jadalnia, łazienka z prysznicem, WC, przedpokój, duży balkon 7.6mkw, piwnica.
Piętro 6/9, w bloku 2 windy.
Lokalizacja i okolica: 2km do centrum, nieopodal Dworca Zachodniego, pod blokiem sklep, szkoła, blisko Park Pięciu Sióstr z licznymi atrakcjami dla dzieci, Pl.Narutowicza (kawiarnie i sklepy)

CENA: 875 000 zł (14 583,33zł/m2). Brak problemów prawnych. Można posiłkować się kredytem. Czynsz wynosi 750 zł/mies.

Agencjom dziękuję i proszę o kontakt tylko osoby zainteresowane kupnem bezpośrednio

KONTAKT: 73*******34";Ochota;2025-03-06;https://www.olx.pl/oferta/mieszkanie-na-sprzedaz-60m2-CID3-ID14LXhz.html
495 000 zł do negocjacji;Cena za m²: 15000 zł/m²;33;2;9;Wtórny;Nie;Blok;"OPIS
Witam do sprzedania 2 pokojowe mieszkanie
9 pietro 31.2m2 + komórka 2.2m2 oraz pomieszczenie na parterze 6m2. Świetna lokalizacja zaraz przy wejściu do metra Imielin. Mieszkanie do remontu. Mieszkanie własnościowe, grunty uregulowanie. Więcej informacji na telefon. Posrednikom dziękuję.";Ursynów;2025-03-28;https://www.olx.pl/oferta/wasilkowskiego-przy-metrze-imielin-2-pokoje-CID3-ID14Cbs7.html
1 099 000 zł;Cena za m²: 18948.28 zł/m²;58;3;5;Wtórny;Tak;Blok;"OPIS
***English below***

Mieszkanie trzypokojowe po gruntownym remoncie w pełni wyposażone w nowe meble i AGD. Gotowe do wprowadzenia, jeszcze nikt w nim nie mieszkał, wszystko jest zupełnie nowe i świeże.

Wyodrębniono podział na strefę: dzienną z aneksem kuchennym, sypialnię z szafami, pokój dla dziecka lub na gabinet i łazienkę.

Doskonała lokalizacja: w zasięgu spaceru znajduje się Metro Rondo ONZ M2 oraz Metro Ratusz-Arsenał M1, tramwaje oraz autobusy, a także Dworzec Centralny i Złote Tarasy. Szybki dojazd do centrum biznesowego na Grzybowskiej i Alei Jana Pawła

Budynek z ochroną, bardzo dobrze utrzymany w spokojnej okolicy. Wokół budynku cisza i zieleń.

Idealne dla rodziny z dzieckiem lub pary i osób pracujących zdalnie, szukających mieszkania, w którym znajdzie się dodatkowe miejsce na gabinet. Ciche i jasne, z pięknym widokiem na Warszawę.

Sprzedaż bezpośrednia - oszczędność na prowizji!

MOŻNA KREDYTOWAĆ

Powierzchnia: 58 m2
Czynsz: ok. 1000
Cena: 1 099 000
Osobno wyposażenie: 30 000 zł (AGD, meble)

ZALETY:
M2 Rondo ONZ
M1 Ratusz-Arsenał
Po generalnym remoncie
Idealne dla pary z dzieckiem

MIESZKANIE
Nowe i komfortowe po gruntownym remoncie
Jasne, dwustronne, z pięknym widokiem na Warszawę
Nowe instalacje elektryczne, wod-kan, wymienione okna

LOKALIZACJA: ul. Ogrodowa
3 min autem do Złotych Tarasów
5 min tram do Dw. Centralnego
6 min autem do Fabryki Norblina
9 min spacerem do stacji Metro ONZ M2 i Ratusz-Arsenał M1
10 min komunikacją do Uniwersytetu Warszawskiego

BUDYNEK
Ochrona
Wymienione piony
Bardzo zadbany budynek

Zadzwoń i zobacz mieszkanie na żywo :)

Z góry bardzo dziękuję za nie wysyłanie SMSów ani wiadomości w portalu przy pierwszym kontakcie – bardzo proszę dzwonić. Dziękuję :)

*Pośredników zapraszam wyłącznie z zainteresowanym klientem.

Nie zgadzam się na powielanie tego ogłoszenia, kopiowanie treści i wykorzystywanie zdjęć w jakikolwiek sposób. Stanowią one własność intelektualną ogłoszeniodawcy. Nauczony doświadczeniem wszelkie naruszenia podaję niezwłocznie do sądu.

ENGLISH
Three-room apartment after full renovation, fully equipped with brand new furniture and appliances. Ready to move in, no one has lived in it yet – everything is brand new and fresh.

The space is divided into: a living area with a kitchen, a bedroom with wardrobes, a room for a child or home office, and a bathroom.

Excellent location: within walking distance to Metro Rondo ONZ (M2) and Metro Ratusz-Arsenał (M1), trams and buses, as well as Central Station and Złote Tarasy shopping mall. Quick access to the business center on Grzybowska Street and Jana Pawła Avenue.

The building has security and is very well maintained, located in a quiet and green area.

Perfect for a family with a child, a couple, or people working remotely who need an extra room for a home office. Quiet and bright, with a beautiful view of Warsaw.

Direct sale – no agent commission!

MORTGAGE POSSIBLE

Size: 58 m²
Maintenance fee: approx. 1000 PLN
Price: 1,099,000 PLN
Furnishings (appliances, furniture): +30,000 PLN

ADVANTAGES:
M2 Rondo ONZ
M1 Ratusz-Arsenał
Fully renovated
Perfect for a couple with a child

APARTMENT
New and comfortable after full renovation
Bright, two-sided, with a beautiful view of Warsaw
New electric and plumbing systems, new windows

LOCATION: ul. Ogrodowa
3 min by car to Złote Tarasy
5 min by tram to Central Station
6 min by car to Norblin Factory
9 min walk to Metro ONZ (M2) and Ratusz-Arsenał (M1)
10 min by public transport to University of Warsaw

BUILDING
Security
New plumbing risers
Very well maintained building

Call and come see the apartment in person :)

Please kindly do not send SMS or portal messages as first contact – please call. Thank you :)";Śródmieście;2025-03-29;https://www.olx.pl/oferta/metro-onz-m2-ratusz-m1-po-remoncie-ogrodowa-english-CID3-ID157Kns.html
780 000 zł do negocjacji;Cena za m²: 13588.85 zł/m²;57,40;3;1;Wtórny;Tak;Blok;"OPIS
Sprzedam mieszkanie 57,40 m², 3 pokoje, 1 łazienka - z oknem, 1 WC - oddzielnie,
loggia z widokiem na zadrzewiony skwer.

Lokal z potencjałem , z dobrym rozkładem pomieszczeń, widny i cichy.
Usytuowany na I piętrze w 10 poziomowym wieżowcu.
W pobliżu - przedszkola, żłobki, sklepy, przychodnia, bazar Bakalarska, zielone tereny rekreacyjne.
Bardzo dobra komunikacja do centrum Warszawy (tramwaj, autobus).
Ponadto w bliskiej odległości stacja PKP Rakowiec, a w nieco dalszej stacja Raków kolejki WKD.
Rok budowy 1975, dwie windy, blok zadbany, ocieplony, piwnica.
Stan lokalu - do remontu.
Cena 780 000 zł - do rozsądnej negocjacji.
Adres 1-Sierpnia 38A.

Kontakt telefoniczny 45*******25 do godziny 22:00,
Preferowane smsy - oddzwonię.
Oferta wyłącznie do bezpośredniej sprzedaży, agentom stanowczo dziękujemy.";Ochota;2025-03-29;https://www.olx.pl/oferta/mieszkanie-57-m2-do-remontu-warszawa-ochota-wlochy-CID3-ID151Hk1.html
2 195 000 zł do negocjacji;Cena za m²: 26445.78 zł/m²;83;3;5;Wtórny;Tak;Blok;"OPIS
Sprzedam Apartament 83 m² | Praga Północ, ul. Szwedzka 4

Bez pośredników – nie współpracuję z agencjami.

Na sprzedaż nowoczesne, 3-pokojowe mieszkanie o powierzchni 83 m², położone w budynku z 2021 roku na warszawskiej Pradze Północ (ul. Szwedzka 4). Pietro 5/5.

Rozkład pomieszczeń:

Salon,
Dwie sypialnie,
Kuchnia,
Łazienka z wanną i prysznicem,
Osobne WC,
Pralnia,
balkon (18 m²),
Garderoba.
Wysoki standard wykończenia:

Zaprojektowane od podstaw przez projektanta wnętrz,
Podłogi z dębu wędzonego,
Blaty z kamienia i spieku kwarcowego,
Meble wykonane na zamówienie,
Dwie klimatyzacje z jednostkami zewnętrznymi na dachu, co eliminuje hałas,
prywatna stacja ładowania pojazdów elektrycznych,
podgrzewana podłoga.
Lokalizacja:
Mieszkanie znajduje się w bardzo dobrze skomunikowanej okolicy. W pobliżu stacja metra, przystanki tramwajowe, autobusowe oraz SKM.

Dodatkowe informacje:
Do ceny mieszkania należy doliczyć:

Dwa miejsca postojowe w garażu podziemnym – 80 000 zł za każde,
Komórkę lokatorską obok mieszkania – 30 000 zł.
Mieszkanie gotowe do zamieszkania. Zapraszam do kontaktu.";Praga-Północ;;https://www.olx.pl/oferta/apartament-83-m2-metro-szwedzka-klimatyzacja-ladowanie-elektrykow-CID3-ID151Kef.html
668 000 zł do negocjacji;Cena za m²: 18870.06 zł/m²;35,40;2;7;Wtórny;Tak;Apartamentowiec;"OPIS
Sprzedam mieszkanie 2 pokojowe, 35,4 m. Stare Włochy, przy ul. Wiktoryn 6. Idealne dla pary a także na wynajem krótko lub długoterminowy. Sprzedam ze wszystkimi sprzętami AGD: pralka zmywarka w zabudowie, telewizor, lodówka, piekarnik i płyta indukcyjna. Mieszkanie z balkonem znajduje się na 7 piętrze. Usytuowane jest w aglomeracyjnej okolicy Warszawy przy jednej z głównych ulic al. Jerozolimskie. Mimo położenia jest w nim bardzo cicho. W okolicy znajduje się dużo sklepów tj. Makro, leclerc, CH Blue city, CityFit (2,5 km, 5 min autem). Odległość od ścisłego centrum to 6 km (15 min autem,20 autobusem bądź pociągiem w godzinach szczytu).Pod blokiem znajdują się przystanki autobusowe a w pobliżu jest stacja SKM, co gwarantuje świetną komunikację. Do mieszkania przynależy miejsce parkingowe w garażu podziemnym, dodatkowo płatne 55 tys. zł.

Pokaż mniej";Włochy;2025-03-29;https://www.olx.pl/oferta/mieszkanie-2-pokojowe-CID3-ID155FrJ.html
1 050 000 zł;Cena za m²: 24249.42 zł/m²;43,30;2;3;Pierwotny;Tak;Apartamentowiec;"OPIS
Mieszkanie o powierzchni 43 ,3 m2 (plus balkon) mieści się na 3 piętrze nowoczesnego budynku, wybudowanego w 2022 r.
Mieszkanie jest w pełni umeblowane- Gotowe do wprowadzenia .
Do mieszkania przynależy miejsce parkingowe (dodatkowo płatne).
Ogromnym atutem apartamentu jest jego lokalizacja.
W pobliżu centrum handlowe ,,Westfield Arkadia,,
Doskonałe połączenie z każdą częścią miasta . Do centrum 10 minut autem.
W bliskiej odległości znajdują się sklepy, lokale usługowe ,szkoły ,przedszkola i restauracje.

Przytulne, przestronne mieszkanie w samym sercu Żoliborza artystycznego.
To idealne miejsce dla osób ceniących wygodę życia miejskiego w otoczeniu pięknej zieleni.

Nie jestem zainteresowana pośrednictwem.";Żoliborz;2025-03-23;https://www.olx.pl/oferta/sprzedam-nowe-mieszkanie-gotowe-do-wprowadzenia-zoliborz-bezposrednio-CID3-ID11yo0E.html
729 900 zł do negocjacji;Cena za m²: 16413.31 zł/m²;44,47;2;4;Wtórny;Nie;Kamienica;"OPIS
pow. 44,47 m2
2 pokoje
piętro 4 z 5
Dwupokojowe mieszkanie na Starej Ochocie w kamienicy z windą.

Kamienica dwuklatkowa, z piękną przedwojenną klatką schodową, wysokimi kondygnacjami (310 cm) .
W budynku wyremontowane zostały wszystkie instalacje (elektryczna, centralnego ogrzewania, gazowa i wodno-kanalizacyjna). Klatki schodowe są w bardzo dobrym stanie, a wspólnota planuje remont windy w przyszłym roku (są już na to fundusze).

Mieszkanie narożne z oknami w stronę ulicy Kopińskiej (kuchnia i pokój dzienny) i na bok budynku (sypialnia i łazienka).
Wysokie piętro, wysokość mieszkania (310 cm) oraz duże okna dają niesamowite poczucie przestrzeni i zapewniają piękny widok.

Mieszkanie jest do remontu, ma jednak fantastyczny dębowy parkiet, wymienione okna i drzwi zewnętrzne. Jest też dość plastyczne i spokojnie można otworzyć kuchnię na większy pokój. Można również zrezygnować z gazu na rzecz kuchni indukcyjnej (instalacja w budynku jest wymieniona)

Duża osobna widna kuchnia, a pokój dzienny z oknami przez całą długość ściany. Przy sypialni łazienka z oknem, osobne wc z wejściem z przedpokoju.
Lokalizację Starej Ochoty nie trzeba nikomu zachwalać ;).
Komunikacja dosłownie w każdą stronę miasta, a punkty usługowe i sklepy w zasięgu ręki

Do mieszkania przynależy piwnica.
Czynsz na poziomie 675zł/mc
Odrębna własność

Zapraszam na prezentację.";Ochota;2025-03-06;https://www.olx.pl/oferta/stara-ochota-kamienica-z-winda-piwnica-wysoki-strop-310-cm-CID3-ID13aCcL.html
